id	name	rarity	description	requirements	effects	end
4562	The Frozen Anchor	-2	The absolute zero of the deep currents has crystallized the water into shards of permanent ice. Your Water Master has used these as anchors for powerful enchantments.	land 0|cold 5|luck 3|pathwater 4	4d6vis W|magicitem 4	
4563	Totalitarian Mire	-1	The swamp has been tamed by absolute law. Channels are cut in perfect lines, and the very rot is processed for tax revenue.	swamp 1|order 5|luck 3	gold 800|taxboost 100	
4600	The Iron Noose	1	The strict laws of this land have become a cage. Corrupt officials use every regulation to squeeze the populace, and the weight of their misery has brought a dark cloud of misfortune over the capital.	order 2|unluck 2|land 1	incscale2 Order|incscale2 Misfortune|unrest 40|gold -200	
4601	Bureaucratic Gridlock	1	The administrative complex has become so rigid that nothing moves without a bribe. The stifling order is attracting ill-favored spirits who feast on the frustration of the clerks.	order 3|unluck 3|land 1	incscale2 Order|incscale2 Misfortune|taxboost -100|landgold -15	
4602	Totalitarian Shadow	2	In the deep caves, the law is enforced with lethal silence. The absolute rigidity of the state has caused a spiritual stagnation, allowing shadow-creatures to replace the local guards.	order 2|unluck 3|cave 1	incscale3 Order|incscale2 Misfortune|defence -15|unrest 50	
4603	Shattered Chain of Command	1	The constant turmoil has reached a breaking point. The local government has collapsed entirely, leaving the populace to the mercy of a cruel and random fate.	chaos 2|unluck 2|land 1	incscale2 Turmoil|incscale2 Misfortune|unrest 80|gold -300	
4604	Riotous Desperation	1	In the lawless streets, a series of unlucky accidents has ignited the mob's fury. They no longer protest for change; they simply burn everything in their path.	chaos 3|unluck 3|land 1	incscale2 Turmoil|incscale2 Misfortune|kill 10|unrest 100|lab 0	
4605	Anarchic Miasma	2	The swamp is a haven for the lawless. Their violent chaos has disturbed the ancient rot, bringing a streak of terrible luck to any who try to impose order here.	chaos 2|unluck 3|swamp 1	incscale3 Turmoil|incscale2 Misfortune|disease 5|unrest 60	
4606	The Exhausted Mine	1	High quotas and a string of fatal cave-ins have pushed the workers to the brink. The earth itself seems to resent the frantic pace of production, rewarding effort with nothing but tragedy.	prod 2|unluck 2|mountain 1	incscale2 Prod|incscale2 Misfortune|kill 15|gold -400	
4607	Shattered Loom	1	The frantic pace of industry has led to mechanical failures across the province. The machinery of production has turned into a source of constant, unlucky accidents.	prod 3|unluck 3|land 1	incscale2 Prod|incscale2 Misfortune|landprod -20|unrest 40	
4608	Industrial Backwash	2	The rushing currents of the sea are being exploited for power, but the heavy equipment keeps snapping in the dark water. The absolute drive for production is poisoning the reefs.	prod 2|unluck 3|land 0	incscale3 Prod|incscale2 Misfortune|kill 5|incscale Death	
4609	The Sleeping Sickness	1	A wave of profound lethargy has settled over the valley. No one works, no one maintains the wards, and a heavy shroud of bad luck has followed the thickening apathy.	sloth 2|unluck 2|land 1	incscale2 Sloth|incscale2 Misfortune|landprod -15|landgold -15	
4610	Crumbles and Dust	1	Neglect has reached the point of structural failure. The walls are falling, the wells are filling with silt, and the gods have turned their faces away from this lazy land.	sloth 3|unluck 3|land 1	incscale2 Sloth|incscale2 Misfortune|fort 0|unrest 30	
4611	The Hollow Deep	2	In the deep caves, the silence has become absolute. The people simply sit in the dark, waiting for an end. Their collective despair has drawn a shadow of misfortune over the tunnels.	sloth 2|unluck 3|cave 1	incscale3 Sloth|incscale2 Misfortune|kill 5|incdom -2	
4612	The Blinding Glare	1	The sun has become a hateful eye, scorching the crops and boiling the luck of the inhabitants. The relentless heat is drawing fire-spirits from the waste.	heat 2|unluck 2|waste 1	incscale2 Heat|incscale2 Misfortune|kill 10|1d6vis F	
4613	Molten Misery	1	A series of unlucky volcanic fissures have opened in the province. The heat is unbearable, and the air is filled with the scent of sulfur and impending doom.	heat 3|unluck 3|land 1	incscale2 Heat|incscale2 Misfortune|unrest 50|kill 5|incscale Death	
4614	Infernal Feedback	2	The magical currents of the deep ocean have been superheated by an unlucky shift in the earth's crust. The water is scalding, and the sea-life is dying in the boil.	heat 2|unluck 3|land 0	incscale3 Heat|incscale2 Misfortune|kill 20|taxboost -50	
4615	The Shaking Frost	1	The cold has deepened into a bone-chilling deep freeze. Every attempt to build a fire ends in a freak accident, and the populace is freezing in their beds.	cold 2|unluck 2|land 1	incscale2 Cold|incscale2 Misfortune|kill 15|unrest 20	
4616	Frozen Providence	1	A cursed storm of ice has settled over the province. The very concept of luck has frozen solid, and the people are beginning to worship the frost simply to survive.	cold 3|unluck 3|land 1	incscale2 Cold|incscale2 Misfortune|landprod -30|incdom -2	
4617	Grave-Cold Currents	2	The deep ocean has turned to a slush of ice and death. An unlucky convergence of cold has trapped several trade vessels in permanent floes.	cold 2|unluck 3|land 0	incscale3 Cold|incscale2 Misfortune|landgold -20|gold -200	
4618	Fecund Rot	1	The land is growing too fast. The crops are enormous but filled with a blight that turns to poison in the belly. Nature has become a predatory force.	growth 2|unluck 2|land 1	incscale2 Growth|incscale2 Misfortune|disease 10|kill 5	
4619	The Stifling Crowds	1	The population has exploded, but a streak of misfortune has led to fires and collapses in the new settlements. The province is a powder keg of filth and disease.	growth 3|unluck 3|land 1	incscale2 Growth|incscale2 Misfortune|unrest 60|disease 15	
4620	Virulent Sprawl	2	In the humid swamp, the growth has become a choking vine. Every path cleared is reclaimed overnight by an unlucky surge of thorny vegetation that bleeds black sap.	growth 2|unluck 3|swamp 1	incscale3 Growth|incscale2 Misfortune|landprod -15|unrest 40	
4621	The Wasting Wind	1	A dry, unlucky wind is blowing from the waste, carrying the scent of old graves. Life is withering, and the few survivors find their luck has evaporated with their health.	death 2|unluck 2|waste 1	incscale2 Death|incscale2 Misfortune|kill 20|landprod -10	
4622	Necrotic Cascade	1	A series of unlucky deaths among the local mages has leaked necrotic energy into the wells. The transition from life to death has become a slippery, frequent slope.	death 3|unluck 3|land 1	incscale2 Death|incscale2 Misfortune|kill 30|disease 5	
4623	Stagnant Mortality	2	The rot in the swamp has gained a life of its own. An unlucky alignment of the spheres has caused the dead to rise and simply stand in the water, staring at the living.	death 2|unluck 3|swamp 1	incscale3 Death|incscale2 Misfortune|unrest 50|incdom -2	
4624	Arcane Flare-Back	1	The magic in the air is shimmering with an unlucky intensity. Simple spells are exploding in the casters' faces, and the very air is starting to bleed aether.	magic 2|unluck 2|land 1	incscale2 Magic|incscale2 Misfortune|researchaff 1073741824|unrest 20	
4625	Reality Fraying	1	A sequence of magical mishaps has thinned the veil. Strange, unlucky geometry is appearing in the architecture, and the people are losing their minds to the distortion.	magic 3|unluck 3|land 1	incscale2 Magic|incscale2 Misfortune|kill 5|gainaff 4194304|unrest 50	
4626	The Warping Deeps	2	The ocean floor is glowing with a wild, unlucky magic. The fish are being reborn as multi-eyed horrors, and the mermen priests are babbling in forgotten tongues.	magic 2|unluck 3|land 0	incscale3 Magic|incscale2 Misfortune|com 308|6d6units 88	
4627	The Great Forgetting	1	A fog of spiritual stagnation has rolled in, erasing memories and dulling the senses. Every attempt to record lore ends in fire or ink-blots, and a heavy gloom follows.	unmagic 2|unluck 2|land 1	incscale2 Drain|incscale2 Misfortune|researchaff 4194304|landgold -5	
4628	Mental Oblivion	1	The spiritual void has become so strong it is pulling at the souls of the living. An unlucky trend of suicides has struck the local scholars.	unmagic 3|unluck 3|land 1	incscale2 Drain|incscale2 Misfortune|kill 10|researchaff 0	
4629	The Silenced Cave	2	In the deep tunnels, the last sparks of wonder have died. An unlucky collapse has buried the library, and the people have forgotten how to read their own names.	unmagic 2|unluck 3|cave 1	incscale3 Drain|incscale2 Misfortune|gold -300|researchaff 0	
4630	The Tax-Grip Tightens	1	Misfortune has led to a treasury shortfall, and the response has been a draconian increase in enforcement. The law is now a parasite.	order 2|unluck 3|land 1	incscale2 Order|incscale2 Misfortune|taxboost -50|unrest 30	
4631	The Hateful Mob	1	A series of unlucky shortages has turned a peaceful protest into a murderous riot. The anarchy is breeding a deeper, darker streak of bad luck.	chaos 2|unluck 3|land 1	incscale2 Turmoil|incscale2 Misfortune|kill 5|gold -400|unrest 60	
4632	The Breaking Point	1	The machines are failing, the workers are dying, and the overseers are desperate. The frantic push for production is ending in a spectacular, unlucky catastrophe.	prod 2|unluck 3|land 1	incscale2 Prod|incscale2 Misfortune|kill 20|landprod -20|gold -500	
4633	The Great Malaise	1	The wells are dry, the people are still, and the bad luck is constant. The lethargy of the province has become a self-fulfilling prophecy of doom.	sloth 2|unluck 3|land 1	incscale2 Sloth|incscale2 Misfortune|landgold -10|landprod -10|unrest 10	
4634	The Sun-Stroke Plague	1	The heat is so intense it is driving the animals mad. A streak of unlucky bites has started a localized plague among the dehydrated survivors.	heat 2|unluck 3|land 1	incscale2 Heat|incscale2 Misfortune|disease 10|kill 5	
4635	The Shattering	1	The cold has reached a point where the very stones are cracking. An unlucky series of building collapses has left the populace homeless in the blizzard.	cold 2|unluck 3|land 1	incscale2 Cold|incscale2 Misfortune|kill 20|gold -200|unrest 20	
4636	The Choking Sprawl	1	Life is too abundant. The weeds are overrunning the streets, and an unlucky failure in the sewers has turned the city into a fertile breeding ground for pestilence.	growth 2|unluck 3|land 1	incscale2 Growth|incscale2 Misfortune|disease 20|unrest 30	
4637	The Soul-Drought	1	The graveyard is full, the crops are mulch, and the bad luck is a heavy shroud. The absolute weight of death is pulling the living into the soil.	death 2|unluck 3|land 1	incscale2 Death|incscale2 Misfortune|kill 40|incscale2 Death	
4638	The Mana-Burn Epidemic	1	Reality is literally burning. Every unlucky word spoken by a mage causes a localized explosion of wild magic, shredding the lab and the minds within.	magic 2|unluck 3|lab 1	incscale2 Magic|incscale2 Misfortune|lab 0|researchaff 4194304	
4639	The Mind-Void	1	The silence of the arcane has become a physical weight. Every unlucky thought is forgotten instantly, leaving the populace as drooling husks in a sparkless world.	unmagic 2|unluck 3|land 1	incscale2 Drain|incscale2 Misfortune|kill 10|researchaff 0|researchaff 0	
4640	The Honest Bailiff	-1	A local official has earned a reputation for absolute integrity. Under his watch, the law is respected and several bandits have voluntarily surrendered their loot.	order 1|luck 1|land 1	incscale Order|incscale Luck|gold 150|unrest -10	
4641	Judicial Harmony	-1	A long-standing feud between noble families was settled justly and without bloodshed. The populace is impressed by the stability of the realm.	order 2|luck 2|land 1	incscale Order|incscale Luck|taxboost 50	
4642	The Gifted Apprentice	-1	A young blacksmith has shown extraordinary promise, discovering a more efficient way to temper iron. Provincial output has seen a modest but steady rise.	prod 1|luck 1|land 1	incscale Prod|incscale Luck|landprod 5|gold 50	
4643	Industrial Synchronicity	-1	Through a stroke of good fortune, the various workshops of the province have begun coordinating their efforts perfectly, resulting in a surprising surplus.	prod 2|luck 2|land 1	incscale Prod|incscale Luck|landprod 10|gold 100	
4644	The Bountiful Harvest	-1	The stars have aligned to provide perfect weather and healthy soil. The infants born this year are uncommonly strong and the elders are unusually hale.	growth 1|luck 1|land 1	incscale Growth|incscale Luck|taxboost 100|unrest -5	
4645	Healing Springs	-1	A natural spring with minor curative properties was discovered by a lucky shepherd. The health and spirit of the local community have greatly improved.	growth 2|luck 2|land 1	incscale Growth|incscale Luck|disease -5|incpop 20	
4646	The Glimmering Well	-1	An accidental excavation at the local library revealed a small mana-well. The air is now thick with the scent of ozone and possibility.	magic 1|luck 1|lab 1	incscale Magic|incscale Luck|1d3vis All	
4647	Arcane Serendipity	-1	A researcher happened to glance at an old scroll through a specific prism, revealing a hidden formula. This minor breakthrough has energized the local academy.	magic 2|luck 2|lab 1	incscale Magic|incscale Luck|researchaff 1	
4648	Golden Sunbeams	-1	The sun lingers over the fields with a gentle, nourishing warmth. Farmers have found that the heat has brought out a rich sweetness in the summer fruit.	heat 1|luck 1|land 1	incscale Heat|incscale Luck|landgold 10	
4649	The Crisp Winter Market	-1	The cold has set in with a crisp, clean clarity. The frozen roads have surprisingly facilitated the transport of heavy timber and furs.	cold 1|luck 1|land 1	incscale Cold|incscale Luck|landgold 10	
4650	Repentant Rebels	-1	In a moment of sudden clarity and good fortune, the leaders of a local riot have realized the futility of their chaos and pledged themselves to public service.	chaos 1|luck 1|land 1	decscale Turmoil|incscale Luck|unrest -30|gold 50	
4651	Life from the Ashes	-1	In an overgrown graveyard, a single white rose was found blooming with unnatural vigor. This sign of hope has quelled the fear of death among the locals.	death 1|luck 1|land 1	decscale Death|incscale Luck|unrest -20|incdom 1	
4652	Sudden Inspiration	-1	A local artisan, previously known for his laziness, was struck by a sudden bolt of inspiration. His new designs have invigorated the local economy.	sloth 1|luck 1|land 1	decscale Sloth|incscale Luck|landprod 5|landgold 5	
4653	A Spark of Wonder	-1	In a land previously devoid of magic, a child was found with the ability to call fireflies to her hand. This small miracle has returned a sense of wonder to the populace.	unmagic 1|luck 1|land 1	decscale Drain|incscale Luck|1d6vis S	
4654	The Singing Stones	-1	In the deep caves, the wind whistling through the stalactites has begun to sound like harmonic music. Mining crews find the sound soothing and work with improved focus.	cave 1|luck 1|incscale Order|incscale Luck|landprod 10	
4655	The Desert Rose	-1	In the absolute heart of the waste, a cluster of rare flowers has bloomed. Their petals are prized by alchemists, bringing a surge of trade to the desolate region.	waste 1|luck 1|incscale Growth|incscale Luck|gold 200	
4656	Tidal Windfall	-1	A favorable shift in the ocean currents has washed a cache of valuable wreckage into the shallows. The salvage has boosted the provincial treasury.	land 0|luck 1	incscale Prod|incscale Luck|gold 300	
4657	Bountiful Peat	-1	The swamp has yielded an uncommonly rich layer of peat this season. The increased availability of fuel has warmed the homes and spirits of the villagers.	swamp 1|luck 1	incscale Prod|incscale Luck|taxboost 40	
4658	The Charitable Noble	-1	A wealthy landowner, favored by recent good fortune, has decided to donate a significant portion of his wealth to improve the local fortifications.	order 1|luck 2|land 1	incscale Order|incscale Luck|gold 100|defence 10	
4659	The Traveling Artificer	-1	A lucky encounter with a traveling tinkerer has left the local garrison with improved tools and a renewed sense of purpose.	prod 1|luck 2|land 1	incscale Prod|incscale Luck|defence 5|gold 50	
4660	The Wise Governor's Decree	-1	Though recent times have been ill-favored, the local governor’s strict adherence to just laws has brought a sense of predictability back to the province. Fortune begins to turn.	order 3|unluck 1|land 1	incscale Luck|unrest -10|gold 50	
4661	The Diligent Prospector	-1	Despite a string of bad luck, the tireless work ethic of the local miners has finally paid off. A small but consistent vein of ore was found, lifting the spirits of the workers.	prod 3|unluck 1|mountain 1	incscale Luck|gold 100|landprod 5	
4662	The Great Recovery	-1	The populace is uncommonly healthy and vigorous. Even though the stars have been malicious, the people’s natural resilience has allowed them to shrug off recent tragedies.	growth 3|unluck 1|land 1	incscale Luck|incpop 50|unrest -5	
4663	Ritual of Alignment	-1	The local mages have spent months performing minor rituals to smooth out the jagged edges of reality. The heavy feeling of the province is finally beginning to lift.	magic 3|unluck 1|lab 1	incscale Luck|1d3vis All|researchaff 1	
4664	The Tectonic Survey	-1	In the deep caves, an organized effort to map the shifting stones has prevented a series of unlucky collapses. The tunnels feel safer and more stable than before.	cave 1|order 2|unluck 1	incscale Luck|defence 10|gold 50	
4665	Calm Currents	-1	Favorable winds and a disciplined naval patrol have guided several lost ships back to port, overcoming a long period of maritime misfortune.	land 0|order 2|unluck 1	incscale Luck|gold 150|landgold 5	
4666	The Medicinal Root	-1	A breakthrough by local herbalists in the damp wetlands has provided a cure for the recurring fevers. The cloud of misery hanging over the swamp is breaking.	swamp 1|growth 2|unluck 1	incscale Luck|disease -10|unrest -10	
4667	The Patient Hermit	-1	A hermit living in the waste has shared his knowledge of the shifting sands with your scouts. Navigating the desert is no longer a matter of mere, deadly chance.	waste 1|sloth 2|unluck 1	incscale Luck|gold 50|unrest -5	
4668	Eradication of Graft	-1	A highly organized audit has rooted out the corrupt officials who were preying on the province's bad luck. With the parasites gone, prosperity is returning.	order 4|unluck 1|land 1	incscale Luck|taxboost 50|gold 100	
4669	Resourceful Scavenging	-1	Faced with a shortage caused by ill-fortune, the industrious craftsmen of this land have found a way to repurpose old wreckage into functioning tools.	prod 4|unluck 1|land 1	incscale Luck|landprod 10|gold 50	
4670	The Hale Generation	-1	A spike in healthy births has invigorated the province. The young are strong and optimistic, refusing to be cowed by the curse that troubled their elders.	growth 4|unluck 1|land 1	incscale Luck|incpop 100|incdom 1	
4671	Suturing Reality	-1	The high saturation of magic in this land has allowed your mages to literally stitch a localized rift in fate. The air no longer shimmers with malice.	magic 4|unluck 1|land 1	incscale Luck|2d6vis S|researchaff 2	
4672	Foundations of Granite	-1	Through sheer, ordered effort, the local fortress has been reinforced against the unlucky tremors that have plagued the region. The walls stand firm.	order 2|prod 2|unluck 1|fort 1	incscale Luck|defence 20	
4673	The Cleansing Flow	-1	A massive effort to dredge the swamp channels has removed the stagnant pools that were breeding bad luck and sickness. The water flows clear once more.	swamp 1|order 2|unluck 1	incscale Luck|disease -5|taxboost 20	
4674	Luminous Guidance	-1	A rare, magical moss has begun to bloom in the caves, guided by the high mana of the region. It provides light to travelers, ending a period of unlucky disappearances.	cave 1|magic 2|unluck 1	incscale Luck|gold 50|unrest -10	
4675	Desert Irrigation	-1	An ambitious engineering project has successfully tapped into a deep aquifer beneath the waste. The water has turned a streak of bad luck into a new beginning.	waste 1|prod 2|unluck 1	incscale Luck|gold 200|decscale Death	
4676	Oceanic Reclamation	-1	A group of industrious mermen has successfully salvaged a treasure fleet that was lost years ago to the currents of fate. The find has stabilized the local economy.	land 0|prod 2|unluck 1	incscale Luck|gold 400|landgold 10	
4677	The Alchemist's Correction	-1	An alchemist working in the local lab has discovered a way to stabilize volatile reagents. This has ended a string of unlucky explosions and improved the local outlook.	magic 2|luck -1|lab 1	incscale Luck|1d6vis Elemental	
4678	The Golden Law	-1	The absolute order of the state has reached a point where even fate itself seems to follow the rules. Random tragedies have been replaced by bureaucratic certainty.	order 5|unluck 1|land 1	incscale Luck|gold 200|taxboost 100	
4679	The Machine of Destiny	-1	Your master smiths have constructed a complex orrery that tracks the movements of the spheres. By timing their work to its movements, they have bypassed the provincial bad luck.	prod 5|unluck 1|land 1	incscale Luck|magicitem 2|landprod 20	
4680	The Celestial Envoy	-2	The sheer saturation of magic in this land has thinned the veil to the higher spheres. A being of pure light has descended, pledging to guide your people through the coming wars.	magic 5|luck 3|land 1	nation -2|com 651|addequip 4|incdom 2	
4681	The Sovereign of Dust	2	The weight of death is so absolute that a King of the Old World has risen from his forgotten barrow. He does not recognize your authority and has summoned his ancient court to reclaim the province.	death 5|unluck 3|land 1	com 188|addequip 2|6d6units 194|A300 189|unrest 100	
4682	The High Justicar	-2	In this land of perfect order, a legendary arbiter of the law has arrived. He brings a retinue of iron-willed guards and a mandate to purge all dissent.	order 5|luck 3|land 1	nation -2|com 241|6d6units 2359|decscale2 Turmoil	
4683	The Warlord of Anarchy	2	Total chaos has allowed a charismatic predator to unite the local thugs into a cohesive army. They have claimed the province in the name of freedom and blood.	chaos 5|unluck 3|land 1	com 147|addequip 1|16d6units 139|6d6units 140|unrest 200	
4684	Avatar of the Wild	-2	Nature has reclaimed the province so thoroughly that the forest itself has birthed a guardian. This towering entity of moss and ancient wood answers only to your call.	growth 5|luck 3|forest 1	nation -2|com 931|10d6units 361|1d6units 362	
4685	The Clockwork Architect	-1	The absolute drive for production has attracted a reclusive master of gears. He has offered to oversee your workshops, bringing his tireless mechanical servants with him.	prod 5|luck 3|land 1	nation -2|com 1073|4d6units 532|landprod 20	
4686	The Dream-Stalker	2	The absolute lethargy of the populace has created a psychic vacuum. A horror from the realm of sleep has taken physical form to feed on the waking world.	sloth 5|unluck 3|land 1	com 2212|kill 20|unrest 80|incdom -2	
4687	Abyssal Dreadnought	-2	The pressure of the deep ocean and the high magic of the reefs have birthed a monstrosity of coral and rage. It has been bound to your service by the local mermen.	land 0|magic 5|luck 3	nation -2|com 438|addequip 1|6d6units 1681	
4688	The Scorched Prophet	-2	In the blistering heat of the waste, a prophet of the eternal flame has emerged from the shimmering dunes, leading a host of fire-touched warriors.	waste 1|heat 5|luck 3	nation -2|com 389|10d6units 527|incscale2 Heat	
4689	The Rime-Smith	-2	The absolute zero of the mountain peaks has drawn a master of ice from the far north. He seeks a realm cold enough to practice his ancient craft and has sworn fealty to you.	mountain 1|cold 5|luck 3	nation -2|com 844|addequip 9|2d6units 1202	
4690	The Void-Touched Sage	-2	In a land where magic has died completely, a scholar has found a way to "see" using the emptiness itself. He offers his chilling insights into the nature of the void.	unmagic 5|luck 3|land 1	nation -2|com 106|researchaff 2|gainaff 4194304	
4691	The Carrion King	2	The stagnant rot of the swamp has grown so thick that it has animated the remains of a prehistoric beast. The creature now prowls the wetlands, driven by an unlucky hunger.	swamp 1|death 5|unluck 3	com 1831|2d6units 1841|kill 15|disease 10	
4692	The Inquisitor General	-2	The population’s fervor for order has reached a fanatical peak. A high-ranking inquisitor has arrived to ensure the province remains a bastion of pure faith.	order 5|magic 3|land 1	nation -2|com 222|addequip 1|2com 149|incdom 5	
4693	The Chimera Surge	2	Wild, unlucky magic has caused the local livestock to fuse into screaming, multi-headed abominations that are now attacking the garrison.	magic 5|chaos 3|unluck 3|land 1	com 466|4d6units 466|kill 10|unrest 60	
4694	The Stone-Singers	-1	The deep resonance of the caves has attracted a group of subterranean elders. They speak the language of the rocks and have offered to expand your tunnels.	cave 1|order 5|luck 2	nation -2|com 1460|2d6units 1465|landprod 30	
4695	The Sun-King’s Revenant	-1	The scorching sun of the waste has bleached the bones of a long-dead hero. Through an unlucky surge of magic, he has risen to lead his phantom army once more.	waste 1|heat 5|magic 3|unluck 3	com 533|6d6units 615|A600 617|unrest 40	
4696	The Great Maw	2	The earth in this highly productive but unlucky province has literally opened up. A massive, burrowing horror has emerged to feast on the workers.	prod 5|unluck 5|land 1	com 2526|kill 50|landprod -50|fort 0	
4697	The Silent Monks	-1	In the absolute silence of the unmagic zone, a group of aesthetic monks have found enlightenment. They offer their services as disciplined, magic-resistant warriors.	unmagic 5|order 5|land 1	nation -2|com 2324|12d6units 2324|gainaff 0	
4698	The Living Reef	-2	The ocean growth has become sentient and protective of your mages. A being of living coral has manifested to defend the underwater laboratories.	land 0|growth 5|magic 3|lab 1	nation -2|com 394|A300 394|defence 30	
4699	The Harbinger of Ruin	2	Misfortune has reached its zenith. A Doom Horror has slipped through a crack in reality, drawn by the absolute despair of the province.	unluck 5|land 1	com 2213|kill 60|gold -5000|temple 0|lab 0	
4700	The Solar Nomad	-2	The dunes have begun to glow with a steady, internal light. A nomad, his skin like cracked obsidian and eyes like molten gold, has emerged from the shimmering haze. He claims the sun has spoken to him and offers to lead your armies.	waste 1|heat 3|luck 2	incscale2 Heat|incscale Luck|nation -2|com 389|1d6units 527|gold 200	
4701	Eruption of the Sun-Gully	2	The ground in this swamp has become too hot to touch. A series of unlucky fissures has opened, releasing a vengeful spirit of flame that now treats the steam-choked marsh as its private hunting ground.	swamp 1|heat 3|unluck 2	incscale2 Heat|incscale2 Misfortune|com 3716|2d6units 3716|kill 15|unrest 60	
4702	The Frost-Bound Artificer	-2	In the absolute stillness of these frozen tunnels, a master smith has found the perfect temperature to forge rime-steel. He has emerged from the deep ice to offer his sharpest blades to your cause.	cave 1|cold 3|luck 2	incscale2 Cold|incscale Luck|nation -2|com 325|magicitem 2|gold 150	
4703	The Rime-Prince Claimant	2	The ocean surface has frozen into a jagged, unlucky labyrinth. From the deepest floes, a fallen prince of the ice-wastes has risen, leading a host of frost-dead to reclaim the warm waters.	land 0|cold 3|unluck 2	incscale2 Cold|incscale2 Misfortune|com 844|10d6units 1202|kill 20|unrest 80	
4704	The Scorched Prophet	-2	The heat in the waste has reached a point where reality itself shimmers. A prophet of the eternal pyre has arrived, claiming that your reign is a precursor to a world of pure, cleansing flame.	waste 1|heat 3|luck 2	incscale2 Heat|incscale Luck|nation -2|com 1536|incdom 2|decscale Death	
4705	Breath of the Volcano	2	The caves have become a suffocating kiln. An unlucky shift in the magma chambers has flooded the tunnels with heat-demons who view the local miners as little more than fuel.	cave 1|heat 3|unluck 2	incscale2 Heat|incscale2 Misfortune|com 526|1d6units 304|kill 10|unrest 100	
4706	The Glacial Hermit	-2	The swamp has frozen into a solid block of dark ice. A hermit skilled in the arts of preservation has emerged, bringing with him a retinue of spirits he has saved from the rot.	swamp 1|cold 3|luck 2	incscale2 Cold|incscale Luck|nation -2|com 309|2d6units 579|gold 100	
4707	The White Terror	2	The cold in the waste is no longer natural. A shimmering, unlucky blizzard has brought with it a predatory entity from the high peaks that hunts by the sound of a beating heart.	waste 1|cold 3|unluck 2	incscale2 Cold|incscale2 Misfortune|com 2231|6d6units 1224|kill 15|unrest 40	
4708	The Living Magma	-2	The deep ocean floor has cracked, but instead of destruction, a benevolent spirit of the earth's core has emerged to guard the thermal vents. It offers its warmth to your mermen.	land 0|heat 3|luck 2	incscale2 Heat|incscale Luck|nation -2|com 640|defence 20|1d6vis F	
4709	The Soul-Chilling Current	2	An unlucky convergence of arctic winds has turned the coastal waters into a graveyard. A specter of the frozen deeps has manifested to lead the drowned against the living.	coast 1|cold 3|unluck 2	incscale2 Cold|incscale2 Misfortune|com 181|4d6units 2119|kill 25|unrest 60	
