id	name	rarity	description	requirements	effects	end
4778	Cryo-Architecture	-1	In the deep caves, the cold has made the stone brittle enough to be shaped with incredible precision. A series of beautiful, icy fortifications has been erected.	cold 3|luck 2|cave 1	incscale Cold|incscale Luck|fort 1|defence 10	
4779	The Silver Current	-1	Cold, nutrient-rich waters from the north have brought a massive migration of silver-finned fish to the reefs, sparking a boom in the oceanic economy.	cold 3|luck 2|land 0	incscale Cold|incscale Luck|gold 400|landgold 15	
4780	The Honest Tax-Man	-1	A famously honest official has audited the province. He found that the previous administration was under-reporting yields. A large sum of gold was returned to the treasury.	order 3|luck 2|land 1	incscale Order|incscale Luck|gold 300	
4781	The Grand Census	-2	The perfect order of the state has allowed for a complete census. Every citizen is now accounted for, and the resulting efficiency has permanently boosted tax revenues.	order 5|luck 2|land 1	incscale Luck|landgold 20|taxboost 100	
4782	Apothecary Breakthrough	-1	Lucky herbalists in a flourishing province have discovered a cure for the local palsy. The workforce is now haler and more productive.	growth 3|luck 2|land 1	incscale Growth|incscale Luck|disease -5|landprod 10	
4783	The Great Irrigation	-2	Organized labor and a lucky rain-cycle have allowed for a massive irrigation project. The fields now produce two harvests for every one elsewhere.	prod 4|luck 2|land 1	incscale Prod|incscale Luck|landprod 30|taxboost 50	
4784	The Scholarly Windfall	-1	A lucky archive discovery in a high-magic lab has yielded a list of previous gem-deposits that were thought exhausted.	magic 3|luck 2|lab 1	incscale Magic|incscale Luck|2d6vis All	
4785	Solar-Tempest Forge	-2	The heat and chaos of the waste have been tamed by a lucky smith into a forge that uses the sand-storms to polish magical gear.	heat 4|luck 2|waste 1	incscale Luck|magicitem 3|1d6vis F	
4786	Crystal-Singing Caves	-1	The harmonics of the deep earth have intensified. The miners no longer need lanterns, as the rock itself glows with a lucky, comforting light.	magic 3|luck 2|cave 1	incscale Magic|incscale Luck|unrest -20|gold 100	
4787	The Fertile Sump	-1	The rot of the swamp has undergone a lucky transformation, becoming the most potent fertilizer known to man. Farmers are paying handsomely for the privilege of harvesting it.	growth 3|luck 2|swamp 1	incscale Growth|incscale Luck|gold 300|landgold 10	
4788	Drowned-King’s Tribute	-1	A lucky dive in the deep currents has revealed the hold of a ship filled with gold that was destined for an empire that no longer exists.	prod 3|luck 2|land 0	incscale Luck|gold 1000	
4789	The High Sentinel	-1	A lucky encounter on a mountain path has led a giant of the high peaks to offer his services as a guardian of your frozen realm.	cold 4|luck 2|mountain 1	incscale Luck|nation -2|com 2230|defence 15	
